 ,chunk,ID,X (pixels),Y (pixels),Radius (pixels),Score,nCircles,Resolution,Frame (slice #),Method
538,0,537,487,50,6,0.506,683,233,1,Full
539,0,538,1314,137,8,0.506,683,233,1,Full
540,0,539,435,582,8,0.506,683,233,1,Full
541,0,540,515,130,7,0.506,683,233,1,Full
542,0,541,1642,77,9,0.506,683,233,1,Full
543,0,542,484,116,6,0.506,683,233,1,Full
544,0,543,1217,615,8,0.506,683,233,1,Full
545,0,544,25,1280,8,0.506,683,233,1,Full
546,0,545,182,1417,8,0.506,683,233,1,Full
547,0,546,533,242,9,0.506,683,233,1,Full
548,0,547,1319,441,7,0.506,683,233,1,Full
549,0,548,870,141,6,0.506,683,233,1,Full
550,0,549,796,563,9,0.506,683,233,1,Full
551,0,550,1377,441,7,0.506,683,233,1,Full
552,0,551,923,1886,9,0.506,683,233,1,Full
553,0,552,1122,1978,8,0.506,683,233,1,Full
554,0,553,1033,488,7,0.506,683,233,1,Full
555,0,554,1621,781,10,0.506,683,233,1,Full
556,0,555,648,235,6,0.506,683,233,1,Full
557,0,556,399,397,6,0.506,683,233,1,Full
558,0,557,267,536,7,0.506,683,233,1,Full
559,0,558,1030,544,7,0.506,683,233,1,Full
560,0,559,1387,410,6,0.506,683,233,1,Full
561,0,560,1604,423,6,0.506,683,233,1,Full
562,0,561,1574,432,6,0.506,683,233,1,Full
563,0,562,437,499,6,0.506,683,233,1,Full
564,0,563,1166,807,7,0.506,683,233,1,Full
565,0,564,382,865,7,0.506,683,233,1,Full
566,0,565,2029,1183,7,0.506,683,233,1,Full
567,0,566,367,1191,7,0.506,683,233,1,Full
568,0,567,754,1478,7,0.506,683,233,1,Full
569,0,568,1986,1619,7,0.506,683,233,1,Full
570,0,569,585,1789,7,0.506,683,233,1,Full
571,0,570,742,521,6,0.506,683,233,1,Full
572,0,571,1450,919,10,0.506,683,233,1,Full
573,0,572,151,2038,7,0.506,683,233,1,Full
574,0,573,1001,561,6,0.506,683,233,1,Full
575,0,574,867,618,6,0.506,683,233,1,Full
576,0,575,148,631,6,0.506,683,233,1,Full
577,0,576,286,668,6,0.506,683,233,1,Full
578,0,577,1066,668,6,0.506,683,233,1,Full
579,0,578,465,737,6,0.506,683,233,1,Full
580,0,579,181,877,6,0.506,683,233,1,Full
581,0,580,483,968,6,0.506,683,233,1,Full
582,0,581,842,998,6,0.506,683,233,1,Full
583,0,582,1524,1046,6,0.506,683,233,1,Full
584,0,583,551,1103,6,0.506,683,233,1,Full
585,0,584,15,1119,6,0.506,683,233,1,Full
586,0,585,334,1133,6,0.506,683,233,1,Full
587,0,586,207,1260,6,0.506,683,233,1,Full
588,0,587,230,1518,6,0.506,683,233,1,Full
589,0,588,1506,1562,6,0.506,683,233,1,Full
590,0,589,1789,1591,6,0.506,683,233,1,Full
591,0,590,696,1653,6,0.506,683,233,1,Full
592,0,591,78,1682,6,0.506,683,233,1,Full
593,0,592,1768,1742,6,0.506,683,233,1,Full
594,0,593,207,1751,6,0.506,683,233,1,Full
595,0,594,559,1967,6,0.506,683,233,1,Full
596,0,595,2003,43,7,0.502,683,233,1,Full
597,0,596,622,95,8,0.502,683,233,1,Full
598,0,597,1387,355,9,0.502,683,233,1,Full
599,0,598,856,62,7,0.502,683,233,1,Full
600,0,599,527,139,8,0.502,683,233,1,Full
601,0,600,576,132,6,0.502,683,233,1,Full
602,0,601,1124,592,9,0.502,683,233,1,Full
603,0,602,985,149,8,0.502,683,233,1,Full
604,0,603,783,1107,9,0.502,683,233,1,Full
605,0,604,258,104,7,0.502,683,233,1,Full
606,0,605,90,143,6,0.502,683,233,1,Full
607,0,606,670,257,7,0.502,683,233,1,Full
608,0,607,969,245,6,0.502,683,233,1,Full
609,0,608,808,128,10,0.502,683,233,1,Full
610,0,609,370,894,11,0.502,683,233,1,Full
611,0,610,1672,259,6,0.502,683,233,1,Full
612,0,611,1471,339,7,0.502,683,233,1,Full
613,0,612,1894,382,7,0.502,683,233,1,Full
614,0,613,272,199,8,0.502,683,233,1,Full
615,0,614,756,403,7,0.502,683,233,1,Full
616,0,615,1019,687,10,0.502,683,233,1,Full
617,0,616,1539,439,7,0.502,683,233,1,Full
618,0,617,240,1549,12,0.502,683,233,1,Full
619,0,618,562,446,7,0.502,683,233,1,Full
620,0,619,350,309,8,0.502,683,233,1,Full
621,0,620,274,487,7,0.502,683,233,1,Full
622,0,621,2015,263,6,0.502,683,233,1,Full
623,0,622,536,299,6,0.502,683,233,1,Full
624,0,623,1625,371,8,0.502,683,233,1,Full
625,0,624,901,542,7,0.502,683,233,1,Full
626,0,625,1291,1367,8,0.502,683,233,1,Full
627,0,626,446,561,7,0.502,683,233,1,Full
628,0,627,1606,1990,8,0.502,683,233,1,Full
629,0,628,344,597,7,0.502,683,233,1,Full
630,0,629,1867,366,6,0.502,683,233,1,Full
631,0,630,1760,719,7,0.502,683,233,1,Full
632,0,631,1754,408,6,0.502,683,233,1,Full
633,0,632,1820,449,6,0.502,683,233,1,Full
634,0,633,1199,480,6,0.502,683,233,1,Full
635,0,634,657,744,7,0.502,683,233,1,Full
636,0,635,929,481,6,0.502,683,233,1,Full
637,0,636,303,524,6,0.502,683,233,1,Full
638,0,637,559,881,7,0.502,683,233,1,Full
639,0,638,516,965,7,0.502,683,233,1,Full
640,0,639,952,1391,7,0.502,683,233,1,Full
641,0,640,468,534,6,0.502,683,233,1,Full
642,0,641,48,1433,7,0.502,683,233,1,Full
643,0,642,1839,1470,7,0.502,683,233,1,Full
644,0,643,1348,1596,7,0.502,683,233,1,Full
645,0,644,238,1714,7,0.502,683,233,1,Full
646,0,645,626,1857,7,0.502,683,233,1,Full
647,0,646,1915,1921,7,0.502,683,233,1,Full
648,0,647,36,536,6,0.502,683,233,1,Full
649,0,648,1753,577,6,0.502,683,233,1,Full
650,0,649,1147,594,6,0.502,683,233,1,Full
651,0,650,286,693,6,0.502,683,233,1,Full
652,0,651,1516,731,6,0.502,683,233,1,Full
653,0,652,617,734,6,0.502,683,233,1,Full
654,0,653,1580,740,6,0.502,683,233,1,Full
655,0,654,1226,767,6,0.502,683,233,1,Full
656,0,655,1112,825,6,0.502,683,233,1,Full
657,0,656,195,846,6,0.502,683,233,1,Full
658,0,657,1471,958,6,0.502,683,233,1,Full
659,0,658,1521,993,6,0.502,683,233,1,Full
660,0,659,1446,998,6,0.502,683,233,1,Full
661,0,660,208,1009,6,0.502,683,233,1,Full
662,0,661,1491,1013,6,0.502,683,233,1,Full
663,0,662,1284,1016,6,0.502,683,233,1,Full
664,0,663,971,1026,6,0.502,683,233,1,Full
665,0,664,1525,1081,6,0.502,683,233,1,Full
666,0,665,2039,1129,6,0.502,683,233,1,Full
667,0,666,25,1137,6,0.502,683,233,1,Full
668,0,667,787,1142,6,0.502,683,233,1,Full
669,0,668,150,1177,6,0.502,683,233,1,Full
670,0,669,425,1245,6,0.502,683,233,1,Full
671,0,670,1948,1249,6,0.502,683,233,1,Full
672,0,671,1502,1279,6,0.502,683,233,1,Full
673,0,672,1850,1333,6,0.502,683,233,1,Full
674,0,673,189,1342,6,0.502,683,233,1,Full
675,0,674,1333,1437,6,0.502,683,233,1,Full
676,0,675,231,1456,6,0.502,683,233,1,Full
677,0,676,950,1538,6,0.502,683,233,1,Full
678,0,677,1494,1561,6,0.502,683,233,1,Full
679,0,678,775,1595,6,0.502,683,233,1,Full
680,0,679,486,1651,6,0.502,683,233,1,Full
681,0,680,1805,1768,6,0.502,683,233,1,Full
682,0,681,658,1829,6,0.502,683,233,1,Full
683,0,682,186,1924,6,0.502,683,233,1,Full
684,0,683,1620,2015,6,0.502,683,233,1,Full
685,Charleston_Hydroflattened_OCMDEM_03_30_1002,0,0,0,0,0.000,0,0,0,0
686,0,1,1931,1698,7,0.815,890,233,1,Full
687,0,2,374,108,6,0.734,890,233,1,Full
688,0,3,2027,373,6,0.691,890,233,1,Full
689,0,4,1166,2006,6,0.691,890,233,1,Full
690,0,5,431,1772,6,0.682,890,233,1,Full
691,0,6,1348,1764,6,0.678,890,233,1,Full
692,0,7,1081,1419,6,0.665,890,233,1,Full
693,0,8,1276,1691,6,0.661,890,233,1,Full
694,0,9,99,677,6,0.657,890,233,1,Full
695,0,10,1240,1056,7,0.652,890,233,1,Full
696,0,11,1996,1177,7,0.639,890,233,1,Full
697,0,12,1600,1976,8,0.635,890,233,1,Full
698,0,13,225,174,7,0.631,890,233,1,Full
699,0,14,461,962,6,0.631,890,233,1,Full
700,0,15,306,1277,6,0.627,890,233,1,Full
701,0,16,1550,875,6,0.622,890,233,1,Full
702,0,17,1875,598,8,0.622,890,233,1,Full
703,0,18,432,1745,6,0.622,890,233,1,Full
704,0,19,42,1516,6,0.618,890,233,1,Full
705,0,20,1457,292,7,0.618,890,233,1,Full
706,0,21,49,746,7,0.618,890,233,1,Full
707,0,22,1019,76,7,0.614,890,233,1,Full
708,0,23,1600,894,7,0.614,890,233,1,Full
709,0,24,1945,833,6,0.614,890,233,1,Full
710,0,25,20,202,7,0.609,890,233,1,Full
711,0,26,599,1755,7,0.609,890,233,1,Full
712,0,27,1646,1959,7,0.609,890,233,1,Full
713,0,28,948,491,7,0.605,890,233,1,Full
714,0,29,1981,1567,8,0.605,890,233,1,Full
715,0,30,1356,938,9,0.605,890,233,1,Full
716,0,31,180,24,6,0.605,890,233,1,Full
717,0,32,1769,1390,6,0.605,890,233,1,Full
718,0,33,1531,1436,6,0.605,890,233,1,Full
719,0,34,714,1626,6,0.605,890,233,1,Full
720,0,35,171,1755,6,0.605,890,233,1,Full
721,0,36,356,1532,7,0.601,890,233,1,Full
722,0,37,1973,1941,7,0.601,890,233,1,Full
723,0,38,1462,197,6,0.597,890,233,1,Full
724,0,39,1353,363,7,0.597,890,233,1,Full
725,0,40,574,276,6,0.597,890,233,1,Full
726,0,41,2019,785,6,0.597,890,233,1,Full
727,0,42,1000,1477,6,0.597,890,233,1,Full
728,0,43,1407,818,6,0.592,890,233,1,Full
729,0,44,176,48,7,0.592,890,233,1,Full
730,0,45,522,988,6,0.592,890,233,1,Full
731,0,46,1329,1604,6,0.592,890,233,1,Full
732,0,47,217,1361,10,0.592,890,233,1,Full
733,0,48,527,949,9,0.588,890,233,1,Full
734,0,49,281,1107,7,0.588,890,233,1,Full
735,0,50,475,1003,6,0.588,890,233,1,Full
736,0,51,1585,1535,6,0.588,890,233,1,Full
737,0,52,1605,1541,7,0.588,890,233,1,Full
738,0,53,447,1600,6,0.588,890,233,1,Full
739,0,54,1389,1906,6,0.588,890,233,1,Full
740,0,55,511,1946,7,0.588,890,233,1,Full
741,0,56,243,2000,6,0.588,890,233,1,Full
742,0,57,42,808,7,0.584,890,233,1,Full
743,0,58,1940,1323,8,0.584,890,233,1,Full
744,0,59,1209,478,6,0.584,890,233,1,Full
745,0,60,669,1364,7,0.584,890,233,1,Full
746,0,61,139,1297,6,0.584,890,233,1,Full
747,0,62,305,1596,6,0.584,890,233,1,Full
748,0,63,1176,1651,7,0.584,890,233,1,Full
749,0,64,1819,1939,7,0.584,890,233,1,Full
750,0,65,665,251,6,0.579,890,233,1,Full
751,0,66,1473,1518,8,0.579,890,233,1,Full
752,0,67,1035,1203,6,0.579,890,233,1,Full
753,0,68,476,1250,6,0.579,890,233,1,Full
754,0,69,921,1527,6,0.579,890,233,1,Full
755,0,70,1238,374,6,0.575,890,233,1,Full
756,0,71,221,480,6,0.575,890,233,1,Full
757,0,72,134,749,6,0.575,890,233,1,Full
758,0,73,1999,1450,6,0.575,890,233,1,Full
759,0,74,1017,14,7,0.575,890,233,1,Full
760,0,75,885,1538,6,0.575,890,233,1,Full
761,0,76,515,1788,8,0.575,890,233,1,Full
762,0,77,1149,1850,6,0.575,890,233,1,Full
763,0,78,547,1956,6,0.575,890,233,1,Full
764,0,79,148,639,7,0.575,890,233,1,Full
765,0,80,1034,1239,7,0.575,890,233,1,Full
766,0,81,1785,1694,7,0.575,890,233,1,Full
767,0,82,435,443,6,0.571,890,233,1,Full
768,0,83,882,871,7,0.571,890,233,1,Full
769,0,84,1384,1032,6,0.571,890,233,1,Full
770,0,85,676,1930,7,0.571,890,233,1,Full
771,0,86,1378,1708,6,0.571,890,233,1,Full
772,0,87,1505,1778,6,0.571,890,233,1,Full
773,0,88,1952,1839,6,0.571,890,233,1,Full
774,0,89,1578,1846,6,0.571,890,233,1,Full
775,0,90,1200,1888,6,0.571,890,233,1,Full
776,0,91,694,1972,6,0.571,890,233,1,Full
777,0,92,1864,2025,6,0.571,890,233,1,Full
778,0,93,1446,2029,6,0.571,890,233,1,Full
779,0,94,1683,1377,9,0.567,890,233,1,Full
780,0,95,1533,1218,7,0.567,890,233,1,Full
781,0,96,1803,1366,7,0.567,890,233,1,Full
782,0,97,1280,2037,7,0.567,890,233,1,Full
783,0,98,1325,1437,6,0.567,890,233,1,Full
784,0,99,1679,1691,6,0.567,890,233,1,Full
785,0,100,558,66,7,0.562,890,233,1,Full
786,0,101,738,1235,7,0.562,890,233,1,Full
787,0,102,670,1250,7,0.562,890,233,1,Full
788,0,103,1846,1309,7,0.562,890,233,1,Full
789,0,104,1764,131,6,0.562,890,233,1,Full
790,0,105,1230,1386,7,0.562,890,233,1,Full
791,0,106,1433,1457,7,0.562,890,233,1,Full
792,0,107,1969,1167,6,0.562,890,233,1,Full
793,0,108,1761,1536,6,0.562,890,233,1,Full
794,0,109,1238,1591,6,0.562,890,233,1,Full
795,0,110,1809,1892,7,0.562,890,233,1,Full
796,0,111,695,1712,6,0.562,890,233,1,Full
797,0,112,1511,1891,6,0.562,890,233,1,Full
798,0,113,865,1990,6,0.562,890,233,1,Full
799,0,114,1502,80,6,0.558,890,233,1,Full
800,0,115,1144,122,6,0.558,890,233,1,Full
801,0,116,1960,244,7,0.558,890,233,1,Full
802,0,117,104,403,6,0.558,890,233,1,Full
803,0,118,1367,1440,7,0.558,890,233,1,Full
804,0,119,145,1499,10,0.558,890,233,1,Full
805,0,120,1201,618,6,0.558,890,233,1,Full
806,0,121,1374,675,6,0.558,890,233,1,Full
807,0,122,382,1217,6,0.558,890,233,1,Full
808,0,123,1785,1300,6,0.558,890,233,1,Full
809,0,124,31,1396,6,0.558,890,233,1,Full
810,0,125,870,1659,6,0.558,890,233,1,Full
811,0,126,2025,1715,6,0.558,890,233,1,Full
812,0,127,762,1746,6,0.558,890,233,1,Full
813,0,128,155,1811,6,0.558,890,233,1,Full
814,0,129,458,1823,6,0.558,890,233,1,Full
815,0,130,1275,2004,6,0.558,890,233,1,Full
816,0,131,1245,2023,6,0.558,890,233,1,Full
817,0,132,1216,513,9,0.554,890,233,1,Full
818,0,133,408,470,8,0.554,890,233,1,Full
819,0,134,1666,81,6,0.554,890,233,1,Full
820,0,135,689,242,7,0.554,890,233,1,Full
821,0,136,1373,218,6,0.554,890,233,1,Full
822,0,137,837,670,7,0.554,890,233,1,Full
823,0,138,1976,356,6,0.554,890,233,1,Full
824,0,139,1963,371,6,0.554,890,233,1,Full
825,0,140,1542,765,6,0.554,890,233,1,Full
826,0,141,1201,1073,7,0.554,890,233,1,Full
827,0,142,1293,1077,7,0.554,890,233,1,Full
828,0,143,1300,1404,7,0.554,890,233,1,Full
829,0,144,2009,1127,6,0.554,890,233,1,Full
830,0,145,1143,1188,6,0.554,890,233,1,Full
831,0,146,1551,1346,6,0.554,890,233,1,Full
832,0,147,971,1536,7,0.554,890,233,1,Full
833,0,148,430,1510,6,0.554,890,233,1,Full
834,0,149,1350,1617,6,0.554,890,233,1,Full
835,0,150,1972,1736,6,0.554,890,233,1,Full
836,0,151,339,1765,6,0.554,890,233,1,Full
837,0,152,1457,134,6,0.549,890,233,1,Full
838,0,153,1893,1013,9,0.549,890,233,1,Full
839,0,154,93,170,6,0.549,890,233,1,Full
840,0,155,162,45,7,0.549,890,233,1,Full
841,0,156,1515,319,6,0.549,890,233,1,Full
842,0,157,1265,369,6,0.549,890,233,1,Full
843,0,158,296,601,8,0.549,890,233,1,Full
844,0,159,805,1310,8,0.549,890,233,1,Full
845,0,160,1308,83,7,0.549,890,233,1,Full
846,0,161,1157,1746,8,0.549,890,233,1,Full
847,0,162,854,461,6,0.549,890,233,1,Full
848,0,163,884,1878,8,0.549,890,233,1,Full
849,0,164,117,528,6,0.549,890,233,1,Full
850,0,165,1895,90,7,0.549,890,233,1,Full
851,0,166,198,539,6,0.549,890,233,1,Full
852,0,167,1626,743,6,0.549,890,233,1,Full
853,0,168,794,197,7,0.549,890,233,1,Full
854,0,169,716,833,7,0.549,890,233,1,Full
855,0,170,1462,794,6,0.549,890,233,1,Full
856,0,171,959,1108,15,0.549,890,233,1,Full
857,0,172,1297,1299,6,0.549,890,233,1,Full
858,0,173,64,991,7,0.549,890,233,1,Full
859,0,174,1366,1405,6,0.549,890,233,1,Full
860,0,175,1389,1406,6,0.549,890,233,1,Full
861,0,176,1830,1240,7,0.549,890,233,1,Full
862,0,177,246,1410,6,0.549,890,233,1,Full
863,0,178,1293,1416,6,0.549,890,233,1,Full
864,0,179,1210,1466,7,0.549,890,233,1,Full
865,0,180,915,1481,7,0.549,890,233,1,Full
866,0,181,1011,1482,6,0.549,890,233,1,Full
867,0,182,769,1517,6,0.549,890,233,1,Full
868,0,183,2013,1556,6,0.549,890,233,1,Full
869,0,184,363,1714,6,0.549,890,233,1,Full
870,0,185,1760,1774,6,0.549,890,233,1,Full
871,0,186,621,1994,6,0.549,890,233,1,Full
872,0,187,36,106,6,0.545,890,233,1,Full
873,0,188,1438,353,6,0.545,890,233,1,Full
874,0,189,1249,425,6,0.545,890,233,1,Full
875,0,190,301,88,7,0.545,890,233,1,Full
876,0,191,961,303,7,0.545,890,233,1,Full
877,0,192,1077,819,6,0.545,890,233,1,Full
878,0,193,1714,925,6,0.545,890,233,1,Full
879,0,194,621,1370,6,0.545,890,233,1,Full
880,0,195,1611,496,7,0.545,890,233,1,Full
881,0,196,673,1453,6,0.545,890,233,1,Full
882,0,197,1258,580,7,0.545,890,233,1,Full
883,0,198,814,1462,6,0.545,890,233,1,Full
884,0,199,621,722,7,0.545,890,233,1,Full
885,0,200,561,893,7,0.545,890,233,1,Full
886,0,201,347,1504,6,0.545,890,233,1,Full
887,0,202,1604,1412,7,0.545,890,233,1,Full
888,0,203,410,1777,7,0.545,890,233,1,Full
889,0,204,1396,1788,7,0.545,890,233,1,Full
890,0,205,631,1572,6,0.545,890,233,1,Full
891,0,206,1538,1572,6,0.545,890,233,1,Full
892,0,207,1003,1840,6,0.545,890,233,1,Full
893,0,208,757,1967,6,0.545,890,233,1,Full
894,0,209,2000,793,8,0.541,890,233,1,Full
895,0,210,1108,188,9,0.541,890,233,1,Full
896,0,211,948,147,7,0.541,890,233,1,Full
897,0,212,1301,120,6,0.541,890,233,1,Full
898,0,213,1627,201,7,0.541,890,233,1,Full
899,0,214,239,142,6,0.541,890,233,1,Full
900,0,215,1669,662,7,0.541,890,233,1,Full
901,0,216,1592,1048,8,0.541,890,233,1,Full
902,0,217,2013,156,6,0.541,890,233,1,Full
903,0,218,1065,1214,8,0.541,890,233,1,Full
904,0,219,832,1398,8,0.541,890,233,1,Full
905,0,220,39,1378,7,0.541,890,233,1,Full
906,0,221,1889,1902,13,0.541,890,233,1,Full
907,0,222,504,344,6,0.541,890,233,1,Full
908,0,223,385,1971,7,0.541,890,233,1,Full
909,0,224,720,1127,6,0.541,890,233,1,Full
910,0,225,1987,2026,7,0.541,890,233,1,Full
911,0,226,51,1148,6,0.541,890,233,1,Full
912,0,227,1460,1215,6,0.541,890,233,1,Full
913,0,228,1624,1432,8,0.541,890,233,1,Full
914,0,229,1664,1274,6,0.541,890,233,1,Full
915,0,230,1890,1290,6,0.541,890,233,1,Full
916,0,231,261,1357,6,0.541,890,233,1,Full
917,0,232,1301,1391,6,0.541,890,233,1,Full
918,0,233,1734,1504,6,0.541,890,233,1,Full
919,0,234,1004,1544,6,0.541,890,233,1,Full
920,0,235,1423,1564,6,0.541,890,233,1,Full
921,0,236,512,1670,6,0.541,890,233,1,Full
922,0,237,1110,1695,6,0.541,890,233,1,Full
923,0,238,248,1738,6,0.541,890,233,1,Full
924,0,239,1631,1778,6,0.541,890,233,1,Full
925,0,240,81,1790,6,0.541,890,233,1,Full
926,0,241,36,1867,6,0.541,890,233,1,Full
927,0,242,711,1885,6,0.541,890,233,1,Full
928,0,243,1846,1887,6,0.541,890,233,1,Full
929,0,244,1821,1981,6,0.541,890,233,1,Full
930,0,245,121,2014,6,0.541,890,233,1,Full
931,0,246,685,1412,8,0.536,890,233,1,Full
932,0,247,495,204,9,0.536,890,233,1,Full
933,0,248,334,1547,9,0.536,890,233,1,Full
934,0,249,1913,105,6,0.536,890,233,1,Full
935,0,250,1962,1844,8,0.536,890,233,1,Full
936,0,251,261,13,7,0.536,890,233,1,Full
937,0,252,1573,1090,7,0.536,890,233,1,Full
938,0,253,1018,282,6,0.536,890,233,1,Full
939,0,254,787,1404,7,0.536,890,233,1,Full
940,0,255,342,345,6,0.536,890,233,1,Full
941,0,256,750,469,6,0.536,890,233,1,Full
942,0,257,272,1592,7,0.536,890,233,1,Full
943,0,258,1418,1768,7,0.536,890,233,1,Full
944,0,259,1425,1822,7,0.536,890,233,1,Full
945,0,260,1104,629,6,0.536,890,233,1,Full
946,0,261,920,679,6,0.536,890,233,1,Full
947,0,262,1782,1933,7,0.536,890,233,1,Full
948,0,263,1809,795,6,0.536,890,233,1,Full
949,0,264,1323,811,6,0.536,890,233,1,Full
950,0,265,1565,1109,6,0.536,890,233,1,Full
951,0,266,1738,1111,6,0.536,890,233,1,Full
952,0,267,1593,1225,6,0.536,890,233,1,Full
953,0,268,937,1319,6,0.536,890,233,1,Full
954,0,269,1123,1359,6,0.536,890,233,1,Full
955,0,270,1165,1381,6,0.536,890,233,1,Full
956,0,271,1208,1397,6,0.536,890,233,1,Full
957,0,272,1619,1416,6,0.536,890,233,1,Full
958,0,273,1363,1470,6,0.536,890,233,1,Full
959,0,274,1344,1475,6,0.536,890,233,1,Full
960,0,275,1390,1542,6,0.536,890,233,1,Full
961,0,276,329,1576,6,0.536,890,233,1,Full
962,0,277,983,1624,6,0.536,890,233,1,Full
963,0,278,783,1790,6,0.536,890,233,1,Full
964,0,279,296,1861,6,0.536,890,233,1,Full
965,0,280,100,1883,6,0.536,890,233,1,Full
966,0,281,1701,1907,6,0.536,890,233,1,Full
967,0,282,646,1922,6,0.536,890,233,1,Full
968,0,283,956,1925,6,0.536,890,233,1,Full
969,0,284,1333,1946,6,0.536,890,233,1,Full
970,0,285,991,1966,6,0.536,890,233,1,Full
971,0,286,1274,22,8,0.532,890,233,1,Full
972,0,287,1915,572,8,0.532,890,233,1,Full
973,0,288,1449,120,6,0.532,890,233,1,Full
974,0,289,727,47,7,0.532,890,233,1,Full
975,0,290,450,1135,7,0.532,890,233,1,Full
976,0,291,1068,187,6,0.532,890,233,1,Full
977,0,292,1400,879,8,0.532,890,233,1,Full
978,0,293,1221,191,6,0.532,890,233,1,Full
979,0,294,71,1339,7,0.532,890,233,1,Full
980,0,295,1246,1763,8,0.532,890,233,1,Full
981,0,296,1872,1697,7,0.532,890,233,1,Full
982,0,297,1222,1903,9,0.532,890,233,1,Full
983,0,298,1236,244,6,0.532,890,233,1,Full
984,0,299,562,1885,10,0.532,890,233,1,Full
985,0,300,1129,340,6,0.532,890,233,1,Full
986,0,301,1881,1723,7,0.532,890,233,1,Full
987,0,302,1031,1777,7,0.532,890,233,1,Full
988,0,303,1043,1841,7,0.532,890,233,1,Full
989,0,304,1129,346,6,0.532,890,233,1,Full
990,0,305,1882,1928,7,0.532,890,233,1,Full
991,0,306,1493,495,6,0.532,890,233,1,Full
992,0,307,1138,1944,7,0.532,890,233,1,Full
993,0,308,768,1971,7,0.532,890,233,1,Full
994,0,309,887,517,6,0.532,890,233,1,Full
995,0,310,1395,786,6,0.532,890,233,1,Full
996,0,311,481,1104,6,0.532,890,233,1,Full
997,0,312,1814,1116,6,0.532,890,233,1,Full
998,0,313,1382,1363,6,0.532,890,233,1,Full
999,0,314,1948,1408,6,0.532,890,233,1,Full
1000,0,315,431,1571,6,0.532,890,233,1,Full
1001,0,316,1151,1617,6,0.532,890,233,1,Full
1002,0,317,814,1642,6,0.532,890,233,1,Full
1003,0,318,1609,1698,6,0.532,890,233,1,Full
1004,0,319,335,1787,6,0.532,890,233,1,Full
1005,0,320,613,1820,6,0.532,890,233,1,Full
1006,0,321,1908,1826,6,0.532,890,233,1,Full
1007,0,322,1832,1833,6,0.532,890,233,1,Full
1008,0,323,148,1905,6,0.532,890,233,1,Full
1009,0,324,349,1960,6,0.532,890,233,1,Full
1010,0,325,142,1963,6,0.532,890,233,1,Full
1011,0,326,1957,1966,6,0.532,890,233,1,Full
1012,0,327,48,783,9,0.528,890,233,1,Full
1013,0,328,154,1611,9,0.528,890,233,1,Full
1014,0,329,557,1741,9,0.528,890,233,1,Full
1015,0,330,882,114,8,0.528,890,233,1,Full
1016,0,331,243,1448,8,0.528,890,233,1,Full
1017,0,332,1776,56,7,0.528,890,233,1,Full
1018,0,333,1578,1676,8,0.528,890,233,1,Full
1019,0,334,291,1713,8,0.528,890,233,1,Full
1020,0,335,1253,292,7,0.528,890,233,1,Full
1021,0,336,248,1757,8,0.528,890,233,1,Full
1022,0,337,1487,2017,8,0.528,890,233,1,Full
1023,0,338,312,62,6,0.528,890,233,1,Full
1024,0,339,318,110,6,0.528,890,233,1,Full
1025,0,340,535,454,7,0.528,890,233,1,Full
1026,0,341,1835,462,10,0.528,890,233,1,Full
1027,0,342,1428,2038,8,0.528,890,233,1,Full
1028,0,343,879,295,6,0.528,890,233,1,Full
1029,0,344,587,519,7,0.528,890,233,1,Full
1030,0,345,1042,656,6,0.528,890,233,1,Full
1031,0,346,954,639,7,0.528,890,233,1,Full
1032,0,347,578,1405,7,0.528,890,233,1,Full
1033,0,348,1261,870,6,0.528,890,233,1,Full
1034,0,349,1494,939,6,0.528,890,233,1,Full
1035,0,350,1383,1510,7,0.528,890,233,1,Full
1036,0,351,1801,1740,7,0.528,890,233,1,Full
1037,0,352,1593,1057,6,0.528,890,233,1,Full
1038,0,353,1152,1106,6,0.528,890,233,1,Full
1039,0,354,1225,1854,7,0.528,890,233,1,Full
1040,0,355,915,1875,7,0.528,890,233,1,Full
1041,0,356,1822,1895,7,0.528,890,233,1,Full
1042,0,357,1821,1949,7,0.528,890,233,1,Full
1043,0,358,243,1982,7,0.528,890,233,1,Full
1044,0,359,1872,1212,6,0.528,890,233,1,Full
1045,0,360,1712,1447,6,0.528,890,233,1,Full
1046,0,361,715,1449,6,0.528,890,233,1,Full
1047,0,362,1518,1455,6,0.528,890,233,1,Full
1048,0,363,1967,1463,6,0.528,890,233,1,Full
1049,0,364,1061,1467,6,0.528,890,233,1,Full
1050,0,365,946,1571,6,0.528,890,233,1,Full
1051,0,366,1631,1573,6,0.528,890,233,1,Full
1052,0,367,1802,1659,6,0.528,890,233,1,Full
1053,0,368,222,1698,6,0.528,890,233,1,Full
1054,0,369,1162,1813,6,0.528,890,233,1,Full
1055,0,370,1706,1892,6,0.528,890,233,1,Full
1056,0,371,448,1975,6,0.528,890,233,1,Full
1057,0,372,644,1987,6,0.528,890,233,1,Full
1058,0,373,170,1993,6,0.528,890,233,1,Full
1059,0,374,1545,1865,9,0.524,890,233,1,Full
1060,0,375,1177,405,8,0.524,890,233,1,Full
1061,0,376,640,1589,8,0.524,890,233,1,Full
1062,0,377,744,1915,8,0.524,890,233,1,Full
1063,0,378,20,1976,8,0.524,890,233,1,Full
1064,0,379,38,25,7,0.524,890,233,1,Full
1065,0,380,441,49,6,0.524,890,233,1,Full
1066,0,381,675,38,7,0.524,890,233,1,Full
1067,0,382,336,74,7,0.524,890,233,1,Full
